Date/Time,Time,Flow Rate,Filtered Flow Rate,Total
Tue 22 Aug 2017 12:19:35,2:13:26.198,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:36,2:13:27.698,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:38,2:13:29.499,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:40,2:13:30.799,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:41,2:13:32.400,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:42,2:13:33.600,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:44,2:13:35.301,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:45,2:13:36.701,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:47,2:13:38.102,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:48,2:13:39.402,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:49,2:13:40.703,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:51,2:13:42.304,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:52,2:13:43.704,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:54,2:13:45.104,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:55,2:13:46.305,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:56,2:13:47.505,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:58,2:13:48.806,0.000,0.000,0.000
Tue 22 Aug 2017 12:19:59,2:13:50.006,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:00,2:13:51.707,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:02,2:13:53.207,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:03,2:13:54.508,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:05,2:13:56.008,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:06,2:13:57.409,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:07,2:13:58.709,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:09,2:13:59.910,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:11,2:14:01.910,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:12,2:14:03.611,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:14,2:14:05.412,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:15,2:14:06.612,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:17,2:14:07.812,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:18,2:14:09.113,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:19,2:14:10.313,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:21,2:14:12.014,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:23,2:14:14.115,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:24,2:14:15.315,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:25,2:14:16.516,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:26,2:14:17.716,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:28,2:14:18.916,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:29,2:14:20.117,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:30,2:14:21.617,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:32,2:14:22.918,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:33,2:14:24.418,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:34,2:14:25.619,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:38,2:14:29.620,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:40,2:14:31.121,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:41,2:14:32.521,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:43,2:14:33.922,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:44,2:14:35.222,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:45,2:14:36.623,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:47,2:14:37.823,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:48,2:14:39.024,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:49,2:14:40.224,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:51,2:14:41.725,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:52,2:14:43.025,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:53,2:14:44.525,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:55,2:14:45.726,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:56,2:14:46.926,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:57,2:14:48.127,0.000,0.000,0.000
Tue 22 Aug 2017 12:20:58,2:14:49.327,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:00,2:14:50.728,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:01,2:14:52.028,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:02,2:14:53.229,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:03,2:14:54.529,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:05,2:14:55.729,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:06,2:14:56.930,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:07,2:14:58.230,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:08,2:14:59.431,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:09,2:15:00.631,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:11,2:15:02.132,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:12,2:15:03.332,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:13,2:15:04.633,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:15,2:15:05.833,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:16,2:15:07.033,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:17,2:15:08.234,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:18,2:15:09.534,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:20,2:15:10.735,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:21,2:15:12.135,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:23,2:15:13.836,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:24,2:15:15.136,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:25,2:15:16.337,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:26,2:15:17.637,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:28,2:15:18.838,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:29,2:15:20.038,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:30,2:15:21.238,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:32,2:15:23.339,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:33,2:15:24.640,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:35,2:15:25.840,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:36,2:15:27.040,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:37,2:15:28.241,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:38,2:15:29.541,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:40,2:15:30.742,0.000,0.000,0.000
Tue 22 Aug 2017 12:21:41,2:15:32.142,0.067,0.018,0.000
Tue 22 Aug 2017 12:21:42,2:15:33.443,0.000,0.005,0.001
Tue 22 Aug 2017 12:21:44,2:15:34.743,0.000,0.001,0.001
Tue 22 Aug 2017 12:21:45,2:15:35.944,0.000,0.000,0.001
Tue 22 Aug 2017 12:21:46,2:15:37.244,0.000,0.000,0.001
Tue 22 Aug 2017 12:21:47,2:15:38.545,0.145,0.024,0.001
Tue 22 Aug 2017 12:21:49,2:15:39.745,0.545,0.307,0.008
Tue 22 Aug 2017 12:21:50,2:15:41.346,0.994,0.761,0.030
Tue 22 Aug 2017 12:21:52,2:15:43.246,0.515,0.764,0.057
Tue 22 Aug 2017 12:21:55,2:15:45.847,0.149,0.233,0.068
Tue 22 Aug 2017 12:21:56,2:15:47.048,0.000,0.106,0.070
Tue 22 Aug 2017 12:21:57,2:15:48.248,0.000,0.030,0.070
Tue 22 Aug 2017 12:21:58,2:15:49.448,0.000,0.008,0.070
Tue 22 Aug 2017 12:21:59,2:15:50.649,0.000,0.002,0.070
Tue 22 Aug 2017 12:22:01,2:15:52.049,0.000,0.029,0.071
Tue 22 Aug 2017 12:22:03,2:15:54.050,0.000,0.019,0.071
Tue 22 Aug 2017 12:22:04,2:15:55.351,-0.083,-0.016,0.071
Tue 22 Aug 2017 12:22:05,2:15:56.551,0.060,0.043,0.072
Tue 22 Aug 2017 12:22:07,2:15:57.751,0.162,0.033,0.073
Tue 22 Aug 2017 12:22:08,2:15:58.952,0.131,0.117,0.076
Tue 22 Aug 2017 12:22:09,2:16:00.152,0.000,0.029,0.077
Tue 22 Aug 2017 12:22:10,2:16:01.653,0.000,0.011,0.078
Tue 22 Aug 2017 12:22:12,2:16:02.853,0.000,0.011,0.078
Tue 22 Aug 2017 12:22:13,2:16:04.054,0.074,0.016,0.079
Tue 22 Aug 2017 12:22:14,2:16:05.254,0.000,0.004,0.079
Tue 22 Aug 2017 12:22:15,2:16:06.454,0.000,0.001,0.079
Tue 22 Aug 2017 12:22:16,2:16:07.655,0.000,0.008,0.079
Tue 22 Aug 2017 12:22:18,2:16:08.855,0.059,-0.023,0.079
Tue 22 Aug 2017 12:22:19,2:16:10.056,0.000,-0.003,0.080
Tue 22 Aug 2017 12:22:20,2:16:11.256,0.000,0.003,0.080
Tue 22 Aug 2017 12:22:21,2:16:12.657,0.078,0.008,0.081
Tue 22 Aug 2017 12:22:23,2:16:13.857,0.050,0.010,0.081
Tue 22 Aug 2017 12:22:24,2:16:15.057,0.000,0.003,0.081
Tue 22 Aug 2017 12:22:25,2:16:16.258,0.000,0.001,0.081
Tue 22 Aug 2017 12:22:26,2:16:17.458,0.000,0.009,0.082
Tue 22 Aug 2017 12:22:27,2:16:18.659,0.000,0.004,0.082
Tue 22 Aug 2017 12:22:29,2:16:19.859,0.000,0.001,0.082
Tue 22 Aug 2017 12:22:30,2:16:21.260,0.093,0.010,0.082
Tue 22 Aug 2017 12:22:31,2:16:22.660,0.000,0.002,0.082
Tue 22 Aug 2017 12:22:33,2:16:23.961,0.000,0.001,0.082
Tue 22 Aug 2017 12:22:34,2:16:25.161,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:35,2:16:26.362,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:37,2:16:27.662,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:38,2:16:28.862,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:39,2:16:30.063,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:40,2:16:31.363,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:42,2:16:32.764,-0.155,-0.086,0.082
Tue 22 Aug 2017 12:22:43,2:16:34.064,-0.077,-0.097,0.082
Tue 22 Aug 2017 12:22:44,2:16:35.265,-0.038,-0.065,0.082
Tue 22 Aug 2017 12:22:45,2:16:36.465,0.000,-0.019,0.082
Tue 22 Aug 2017 12:22:47,2:16:37.766,0.000,-0.005,0.082
Tue 22 Aug 2017 12:22:48,2:16:38.966,0.000,-0.001,0.082
Tue 22 Aug 2017 12:22:49,2:16:40.266,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:50,2:16:41.467,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:52,2:16:42.867,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:53,2:16:44.168,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:54,2:16:45.468,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:56,2:16:46.669,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:57,2:16:47.969,0.000,0.000,0.082
Tue 22 Aug 2017 12:22:58,2:16:49.270,0.000,0.000,0.082
Tue 22 Aug 2017 12:23:02,2:16:52.671,0.000,0.000,0.082
Tue 22 Aug 2017 12:23:03,2:16:54.571,0.000,0.000,0.082
Tue 22 Aug 2017 12:23:05,2:16:55.872,0.000,-0.023,0.082
Tue 22 Aug 2017 12:23:06,2:16:57.072,0.074,0.013,0.082
Tue 22 Aug 2017 12:23:07,2:16:58.373,0.091,0.036,0.083
Tue 22 Aug 2017 12:23:09,2:16:59.673,0.000,0.004,0.083
Tue 22 Aug 2017 12:23:10,2:17:01.374,0.000,0.001,0.083
Tue 22 Aug 2017 12:23:12,2:17:03.074,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:14,2:17:04.775,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:15,2:17:05.976,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:16,2:17:07.176,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:17,2:17:08.376,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:18,2:17:09.577,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:20,2:17:10.777,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:21,2:17:12.478,0.000,0.000,0.083
Tue 22 Aug 2017 12:23:23,2:17:14.278,0.115,0.259,0.090
Tue 22 Aug 2017 12:23:24,2:17:15.479,0.038,0.111,0.091
Tue 22 Aug 2017 12:23:28,2:17:19.380,1.146,0.587,0.108
Tue 22 Aug 2017 12:23:29,2:17:20.581,1.405,1.082,0.133
Tue 22 Aug 2017 12:23:31,2:17:21.781,1.787,1.577,0.168
Tue 22 Aug 2017 12:23:32,2:17:22.981,4.539,3.456,0.247
Tue 22 Aug 2017 12:23:33,2:17:24.182,4.558,4.501,0.345
Tue 22 Aug 2017 12:23:34,2:17:25.382,6.732,4.950,0.442
Tue 22 Aug 2017 12:23:35,2:17:25.929,7.230,5.803,0.506
Tue 22 Aug 2017 12:23:38,2:17:28.009,0.000,5.467,0.665
Tue 22 Aug 2017 12:23:39,2:17:30.289,0.000,3.587,0.665
Tue 22 Aug 2017 12:23:41,2:17:31.744,2.210,2.901,0.716
Tue 22 Aug 2017 12:23:42,2:17:32.913,1.831,2.368,0.756
Tue 22 Aug 2017 12:23:43,2:17:34.078,2.042,2.088,0.794
Tue 22 Aug 2017 12:23:44,2:17:35.278,1.978,2.009,0.833
Tue 22 Aug 2017 12:23:45,2:17:36.478,2.034,2.033,0.874
Tue 22 Aug 2017 12:23:47,2:17:37.679,0.891,1.542,0.906
Tue 22 Aug 2017 12:23:48,2:17:38.879,1.414,1.352,0.930
Tue 22 Aug 2017 12:23:49,2:17:40.080,1.548,1.461,0.960
Tue 22 Aug 2017 12:23:50,2:17:41.280,1.411,1.423,0.988
Tue 22 Aug 2017 12:23:51,2:17:42.381,1.478,1.453,1.015
Tue 22 Aug 2017 12:23:52,2:17:43.581,1.310,1.383,1.042
Tue 22 Aug 2017 12:23:54,2:17:44.781,1.290,1.321,1.068
Tue 22 Aug 2017 12:23:55,2:17:45.982,1.285,1.293,1.094
Tue 22 Aug 2017 12:23:56,2:17:47.182,1.296,1.301,1.120
Tue 22 Aug 2017 12:23:57,2:17:48.383,1.033,1.238,1.145
Tue 22 Aug 2017 12:23:58,2:17:49.583,2.812,1.808,1.181
Tue 22 Aug 2017 12:24:00,2:17:50.784,3.642,2.967,1.248
Tue 22 Aug 2017 12:24:01,2:17:51.884,6.155,4.248,1.332
Tue 22 Aug 2017 12:24:02,2:17:53.084,7.170,5.732,1.457
Tue 22 Aug 2017 12:24:03,2:17:53.969,8.461,6.834,1.581
Tue 22 Aug 2017 12:24:05,2:17:55.587,0.000,5.101,1.634
Tue 22 Aug 2017 12:24:07,2:17:57.164,0.000,3.718,1.634
Tue 22 Aug 2017 12:24:08,2:17:58.801,0.000,2.711,1.634
Tue 22 Aug 2017 12:24:10,2:18:00.940,0.000,1.778,1.634
Tue 22 Aug 2017 12:24:11,2:18:02.366,0.868,8.929,1.979
Tue 22 Aug 2017 12:24:13,2:18:03.521,25.165,12.526,2.297
Tue 22 Aug 2017 12:24:14,2:18:04.660,21.475,19.165,2.762
Tue 22 Aug 2017 12:24:15,2:18:05.822,21.852,20.020,3.200
Tue 22 Aug 2017 12:24:17,2:18:07.706,23.914,20.226,3.914
Tue 22 Aug 2017 12:24:18,2:18:08.907,23.420,20.176,4.380
Tue 22 Aug 2017 12:24:19,2:18:10.107,23.167,20.151,4.849
Tue 22 Aug 2017 12:24:20,2:18:11.307,23.519,20.186,5.317
Tue 22 Aug 2017 12:24:21,2:18:12.508,23.202,20.155,5.788
Tue 22 Aug 2017 12:24:23,2:18:13.708,21.964,20.031,6.242
Tue 22 Aug 2017 12:24:24,2:18:14.909,18.897,19.620,6.649
Tue 22 Aug 2017 12:24:25,2:18:16.109,8.717,14.603,6.922
Tue 22 Aug 2017 12:24:26,2:18:17.310,0.144,5.551,6.982
Tue 22 Aug 2017 12:24:27,2:18:18.510,0.000,1.580,6.983
Tue 22 Aug 2017 12:24:29,2:18:19.610,0.000,0.496,6.983
Tue 22 Aug 2017 12:24:30,2:18:20.811,1.009,0.454,6.989
Tue 22 Aug 2017 12:24:31,2:18:22.011,3.043,1.308,7.018
Tue 22 Aug 2017 12:24:32,2:18:23.212,3.201,2.688,7.083
Tue 22 Aug 2017 12:24:33,2:18:24.412,6.236,3.638,7.158
Tue 22 Aug 2017 12:24:34,2:18:25.612,1.112,5.457,7.290
Tue 22 Aug 2017 12:24:36,2:18:26.813,0.000,1.600,7.293
Tue 22 Aug 2017 12:24:37,2:18:28.013,3.242,1.767,7.320
Tue 22 Aug 2017 12:24:38,2:18:29.214,8.921,5.837,7.455
Tue 22 Aug 2017 12:24:39,2:18:30.414,13.139,10.648,7.700
Tue 22 Aug 2017 12:24:41,2:18:31.615,12.809,12.227,7.958
Tue 22 Aug 2017 12:24:42,2:18:32.815,12.773,12.615,8.213
Tue 22 Aug 2017 12:24:43,2:18:34.015,12.762,12.714,8.469
Tue 22 Aug 2017 12:24:44,2:18:35.216,12.184,12.631,8.722
Tue 22 Aug 2017 12:24:45,2:18:36.416,8.712,10.765,8.932
Tue 22 Aug 2017 12:24:47,2:18:37.617,8.498,9.157,9.103
Tue 22 Aug 2017 12:24:48,2:18:38.817,3.451,7.148,9.242
Tue 22 Aug 2017 12:24:49,2:18:39.918,3.207,4.456,9.302
Tue 22 Aug 2017 12:24:50,2:18:41.118,3.513,3.709,9.369
Tue 22 Aug 2017 12:24:51,2:18:42.218,3.519,3.581,9.434
Tue 22 Aug 2017 12:24:52,2:18:43.319,3.481,3.521,9.498
Tue 22 Aug 2017 12:24:53,2:18:44.519,3.517,3.519,9.568
Tue 22 Aug 2017 12:24:55,2:18:45.720,3.519,3.523,9.639
Tue 22 Aug 2017 12:24:56,2:18:46.920,3.520,3.521,9.709
Tue 22 Aug 2017 12:24:57,2:18:48.120,3.539,3.523,9.780
Tue 22 Aug 2017 12:24:58,2:18:49.321,3.480,3.509,9.850
Tue 22 Aug 2017 12:24:59,2:18:50.421,3.485,3.495,9.914
Tue 22 Aug 2017 12:25:01,2:18:51.622,3.511,3.503,9.984
Tue 22 Aug 2017 12:25:02,2:18:52.822,3.544,3.511,10.054
Tue 22 Aug 2017 12:25:03,2:18:54.023,3.526,3.520,10.125
Tue 22 Aug 2017 12:25:04,2:18:55.223,3.556,3.538,10.196
Tue 22 Aug 2017 12:25:05,2:18:56.423,3.514,3.525,10.266
Tue 22 Aug 2017 12:25:07,2:18:57.624,3.488,3.506,10.336
Tue 22 Aug 2017 12:25:08,2:18:58.824,3.502,3.506,10.406
Tue 22 Aug 2017 12:25:09,2:19:00.025,3.540,3.526,10.477
