"TOA5","CR3000_flume","CR3000","5362","CR3000.Std.29","CPU:CR3000Flume.CR3","53051","Table1"
"TIMESTAMP","RECORD","VWC_S2_2","Temp_S2_2","VWC_S2_1","Temp_S2_1","VWC_S3_8","Temp_S3_8","VWC_S3_7","Temp_S3_7","VW_S3_4_Avg","PA_uS_S3_4_Avg","VW_S3_5_Avg","PA_uS_S3_5_Avg","VW_S4_2_Avg","PA_uS_S4_2_Avg","VW_S4_3_Avg","PA_uS_S4_3_Avg","VW_S4_4_Avg","PA_uS_S4_4_Avg","VW_S4_5_Avg","PA_uS_S4_5_Avg","VW_S4_6_Avg","PA_uS_S4_6_Avg","VW_S4_7_Avg","PA_uS_S4_7_Avg","VW_S4_8_Avg","PA_uS_S4_8_Avg","VWC_S3_4","T_S3_4","VW_S3_6_Avg","PA_uS_S3_6_Avg"
"TS","RN","%","DegC","%","DegC","%","DegC","%","DegC","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","m^3/m^3","Deg C","","uSec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg"
"2017-08-22 13:52:20",1501,35.48,14.8,38.71,14.77,38.08,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.021,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.58,"NAN","NAN"
"2017-08-22 13:52:25",1502,35.54,14.8,38.71,14.75,38.15,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.045,17.91,0.022,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.58,"NAN","NAN"
"2017-08-22 13:52:30",1503,35.54,14.77,38.76,14.75,38.08,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.045,17.91,0.022,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.58,"NAN","NAN"
"2017-08-22 13:52:35",1504,35.54,14.82,38.71,14.75,38.15,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:52:40",1505,35.54,14.77,38.71,14.77,38.08,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:52:45",1506,35.54,14.77,38.71,14.75,38.26,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.021,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:52:50",1507,35.43,14.8,38.65,14.75,38.08,14.62,37.35,14.75,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:52:55",1508,35.43,14.8,38.71,14.77,38.08,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.93,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:53:00",1509,35.48,14.8,38.71,14.8,38.08,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.022,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:53:05",1510,35.54,14.8,38.71,14.75,38.08,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.31,0.011,15.93,0.002,15.37,0.33,14.59,"NAN","NAN"
"2017-08-22 13:53:10",1511,35.48,14.77,38.76,14.75,38.08,14.59,37.35,14.77,0.133,21.98,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:53:15",1512,35.54,14.77,38.71,14.75,38.08,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.84,0.045,17.91,0.022,16.57,0.017,16.31,0.011,15.93,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:20",1513,35.54,14.8,38.76,14.77,38.08,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.84,0.046,17.92,0.021,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:25",1514,35.54,14.8,38.71,14.77,38.08,14.64,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.045,17.91,0.022,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:30",1515,35.48,14.77,38.71,14.75,38.08,14.62,37.35,14.75,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.022,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:35",1516,35.43,14.8,38.76,14.75,38.15,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:40",1517,35.43,14.8,38.76,14.75,38.08,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.045,17.91,0.022,16.57,0.017,16.31,0.011,15.93,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:45",1518,35.54,14.8,38.71,14.77,38.08,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:53:50",1519,35.54,14.82,38.71,14.77,38.08,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:53:55",1520,35.48,14.77,38.65,14.75,38.08,14.64,37.35,14.77,0.133,21.98,0.133,21.97,0.118,21.36,0.106,20.84,0.045,17.91,0.022,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:54:00",1521,35.54,14.77,38.65,14.75,38.08,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:54:05",1522,35.54,14.77,38.71,14.75,38.08,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.022,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:54:10",1523,35.48,14.8,38.71,14.75,38.08,14.62,37.35,14.77,0.133,21.98,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.022,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:54:15",1524,35.54,14.77,38.65,14.77,38.08,14.62,37.35,14.8,0.133,21.98,0.133,21.97,0.119,21.36,0.106,20.84,0.045,17.91,0.021,16.57,0.017,16.31,0.011,15.93,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:54:20",1525,35.54,14.77,38.65,14.75,38.08,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.84,0.045,17.91,0.022,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:54:25",1526,35.43,14.8,38.71,14.75,38.08,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.022,16.57,0.017,16.3,0.011,15.93,0.002,15.37,0.33,14.56,"NAN","NAN"
"2017-08-22 13:54:30",1527,35.48,14.8,38.76,14.77,38.15,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.022,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.53,"NAN","NAN"
"2017-08-22 13:54:35",1528,35.48,14.8,38.76,14.77,38.03,14.62,37.35,14.8,0.133,21.98,0.133,21.97,0.119,21.36,0.106,20.83,0.045,17.91,0.021,16.57,0.017,16.3,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:54:40",1529,35.48,14.77,38.71,14.77,38.03,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:54:45",1530,35.48,14.8,38.65,14.75,38.08,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.84,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:54:50",1531,35.48,14.77,38.71,14.77,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.57,"NAN","NAN"
"2017-08-22 13:54:55",1532,35.48,14.77,38.71,14.77,38.08,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:00",1533,35.43,14.77,38.76,14.72,38.03,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:05",1534,35.43,14.77,38.76,14.77,38.03,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.011,15.94,0.002,15.37,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:10",1535,35.54,14.8,38.65,14.75,38.08,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.021,16.57,0.017,16.31,0.011,15.94,0.002,15.38,0.33,14.53,"NAN","NAN"
"2017-08-22 13:55:15",1536,35.48,14.82,38.71,14.75,38.08,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.011,15.94,0.003,15.42,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:20",1537,35.48,14.77,38.71,14.75,38.03,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.32,0.011,15.94,0.004,15.48,0.33,14.56,"NAN","NAN"
"2017-08-22 13:55:25",1538,35.54,14.77,38.71,14.75,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.012,15.96,0.005,15.54,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:30",1539,35.48,14.8,38.71,14.75,38.08,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.012,16,0.006,15.58,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:35",1540,35.48,14.8,38.71,14.77,38.08,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.013,16.07,0.007,15.65,0.329,14.54,"NAN","NAN"
"2017-08-22 13:55:40",1541,35.43,14.8,38.76,14.75,38.08,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.32,0.013,16.09,0.009,15.82,0.33,14.56,"NAN","NAN"
"2017-08-22 13:55:45",1542,35.54,14.8,38.71,14.75,38.08,14.64,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.017,16.33,0.014,16.13,0.015,16.16,0.33,14.56,"NAN","NAN"
"2017-08-22 13:55:50",1543,35.54,14.8,38.71,14.75,38.03,14.64,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.018,16.34,0.015,16.18,0.019,16.45,0.33,14.55,"NAN","NAN"
"2017-08-22 13:55:55",1544,35.43,14.8,38.71,14.77,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.57,0.017,16.33,0.017,16.29,0.023,16.68,0.33,14.55,"NAN","NAN"
"2017-08-22 13:56:00",1545,35.48,14.8,38.65,14.75,38.03,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.52,0.021,16.53,0.021,16.53,0.026,16.83,0.33,14.55,"NAN","NAN"
"2017-08-22 13:56:05",1546,35.48,14.8,38.71,14.77,38.08,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.021,16.55,0.019,16.43,0.023,16.68,0.029,16.99,0.33,14.53,"NAN","NAN"
"2017-08-22 13:56:10",1547,35.54,14.8,38.65,14.75,38.03,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.92,0.021,16.54,0.02,16.5,0.027,16.91,0.031,17.12,0.33,14.54,"NAN","NAN"
"2017-08-22 13:56:15",1548,35.59,14.77,38.76,14.77,38.08,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.83,0.046,17.92,0.022,16.57,0.022,16.58,0.031,17.11,0.033,17.21,0.329,14.54,"NAN","NAN"
"2017-08-22 13:56:20",1549,35.54,14.8,38.71,14.75,38.08,14.59,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.106,20.83,0.046,17.93,0.023,16.66,0.023,16.67,0.034,17.29,0.034,17.31,0.329,14.55,"NAN","NAN"
"2017-08-22 13:56:25",1550,35.59,14.75,38.71,14.77,38.03,14.62,37.35,14.8,0.134,22,0.134,21.99,0.119,21.36,0.106,20.83,0.046,17.93,0.023,16.68,0.023,16.67,0.037,17.46,0.036,17.41,0.329,14.54,"NAN","NAN"
"2017-08-22 13:56:30",1551,35.48,14.8,38.71,14.77,38.03,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.106,20.84,0.046,17.92,0.023,16.64,0.025,16.78,0.04,17.61,0.038,17.5,0.33,14.55,"NAN","NAN"
"2017-08-22 13:56:35",1552,35.54,14.8,38.76,14.75,38.03,14.59,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.107,20.85,0.046,17.93,0.023,16.64,0.028,16.97,0.042,17.73,0.039,17.56,0.33,14.54,"NAN","NAN"
"2017-08-22 13:56:40",1553,35.48,14.77,38.71,14.75,38.03,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.118,21.36,0.107,20.85,0.046,17.93,0.023,16.66,0.032,17.15,0.044,17.85,0.04,17.63,0.33,14.56,"NAN","NAN"
"2017-08-22 13:56:45",1554,35.48,14.77,38.76,14.77,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.107,20.85,0.046,17.94,0.024,16.69,0.035,17.35,0.046,17.96,0.042,17.71,0.33,14.53,"NAN","NAN"
"2017-08-22 13:56:50",1555,35.54,14.77,38.71,14.77,37.98,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.118,21.36,0.107,20.86,0.046,17.94,0.024,16.74,0.039,17.54,0.048,18.07,0.042,17.75,0.33,14.56,"NAN","NAN"
"2017-08-22 13:56:55",1556,35.43,14.77,38.54,14.77,38.03,14.64,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.107,20.87,0.046,17.95,0.026,16.81,0.042,17.72,0.05,18.17,0.044,17.82,0.33,14.54,"NAN","NAN"
"2017-08-22 13:57:00",1557,35.54,14.8,38.71,14.75,38.03,14.62,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.108,20.89,0.047,17.97,0.027,16.91,0.045,17.89,0.052,18.26,0.045,17.88,0.33,14.56,"NAN","NAN"
"2017-08-22 13:57:05",1558,35.48,14.8,38.71,14.75,38.08,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.108,20.93,0.047,18.01,0.03,17.04,0.048,18.03,0.053,18.33,0.046,17.94,0.33,14.55,"NAN","NAN"
"2017-08-22 13:57:10",1559,35.48,14.8,38.76,14.75,37.98,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.109,20.96,0.048,18.05,0.032,17.2,0.051,18.19,0.055,18.41,0.047,17.99,0.33,14.55,"NAN","NAN"
"2017-08-22 13:57:15",1560,35.43,14.77,38.71,14.75,38.08,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.11,21,0.049,18.11,0.036,17.4,0.053,18.32,0.056,18.47,0.048,18.04,0.329,14.55,"NAN","NAN"
"2017-08-22 13:57:20",1561,35.59,14.8,38.71,14.75,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.111,21.06,0.051,18.2,0.04,17.64,0.054,18.37,0.054,18.38,0.048,18.07,0.329,14.56,"NAN","NAN"
"2017-08-22 13:57:25",1562,35.48,14.77,38.71,14.77,38.03,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.118,21.35,0.112,21.1,0.053,18.3,0.045,17.91,0.056,18.45,0.056,18.45,0.049,18.12,0.329,14.56,"NAN","NAN"
"2017-08-22 13:57:30",1563,35.48,14.77,38.71,14.77,38.03,14.64,37.35,14.77,0.134,21.99,0.133,21.97,0.118,21.35,0.114,21.15,0.055,18.43,0.05,18.15,0.061,18.71,0.061,18.71,0.05,18.15,0.329,14.54,"NAN","NAN"
"2017-08-22 13:57:35",1564,35.48,14.77,38.71,14.77,38.03,14.59,37.3,14.77,0.134,21.99,0.133,21.98,0.118,21.34,0.115,21.2,0.059,18.6,0.054,18.39,0.06,18.68,0.058,18.56,0.051,18.19,0.329,14.55,"NAN","NAN"
"2017-08-22 13:57:40",1565,35.43,14.8,38.76,14.75,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.114,21.18,0.114,21.18,0.062,18.74,0.06,18.69,0.06,18.69,0.06,18.68,0.051,18.22,0.329,14.55,"NAN","NAN"
"2017-08-22 13:57:45",1566,35.54,14.77,38.76,14.75,38.08,14.59,37.3,14.77,0.134,21.99,0.133,21.97,0.115,21.21,0.115,21.21,0.065,18.93,0.065,18.91,0.065,18.91,0.065,18.91,0.052,18.26,0.329,14.55,"NAN","NAN"
"2017-08-22 13:57:50",1567,35.48,14.77,38.71,14.75,38.03,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.116,21.23,0.116,21.23,0.071,19.22,0.067,19,0.067,19.04,0.067,19,0.053,18.29,0.329,14.53,"NAN","NAN"
"2017-08-22 13:57:55",1568,35.48,14.77,38.76,14.77,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.98,0.12,21.42,0.12,21.42,0.076,19.44,0.07,19.19,0.07,19.16,0.066,18.96,0.053,18.32,0.329,14.55,"NAN","NAN"
"2017-08-22 13:58:00",1569,35.43,14.77,38.71,14.75,38.03,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.12,21.44,0.12,21.44,0.08,19.65,0.074,19.35,0.074,19.35,0.066,18.98,0.054,18.35,0.329,14.54,"NAN","NAN"
"2017-08-22 13:58:05",1570,35.54,14.8,38.65,14.75,38.03,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.121,21.45,0.121,21.46,0.084,19.82,0.076,19.43,0.076,19.43,0.067,19.02,0.054,18.38,0.329,14.54,"NAN","NAN"
"2017-08-22 13:58:10",1571,35.48,14.77,38.76,14.75,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.121,21.46,0.121,21.46,0.088,20.01,0.077,19.5,0.077,19.5,0.068,19.06,0.055,18.41,0.329,14.56,"NAN","NAN"
"2017-08-22 13:58:15",1572,35.43,14.77,38.65,14.75,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.121,21.47,0.121,21.47,0.092,20.18,0.08,19.65,0.078,19.54,0.069,19.12,0.056,18.44,0.329,14.56,"NAN","NAN"
"2017-08-22 13:58:20",1573,35.48,14.8,38.76,14.77,37.98,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.121,21.48,0.121,21.48,0.095,20.35,0.083,19.8,0.079,19.58,0.07,19.15,0.056,18.47,0.329,14.57,"NAN","NAN"
"2017-08-22 13:58:25",1574,35.43,14.75,38.76,14.75,38.03,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.121,21.48,0.121,21.48,0.098,20.49,0.086,19.92,0.08,19.62,0.071,19.19,0.056,18.49,0.329,14.54,"NAN","NAN"
"2017-08-22 13:58:30",1575,35.48,14.77,38.71,14.77,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.122,21.49,0.121,21.48,0.101,20.62,0.089,20.06,0.081,19.69,0.071,19.23,0.057,18.52,0.329,14.53,"NAN","NAN"
"2017-08-22 13:58:35",1576,35.43,14.8,38.71,14.72,38.03,14.59,37.3,14.8,0.134,21.99,0.133,21.97,0.122,21.49,0.122,21.5,0.104,20.73,0.092,20.21,0.082,19.73,0.072,19.27,0.058,18.54,0.329,14.53,"NAN","NAN"
"2017-08-22 13:58:40",1577,35.48,14.77,38.71,14.75,38.03,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.122,21.49,0.122,21.5,0.106,20.84,0.095,20.34,0.083,19.78,0.073,19.31,0.058,18.57,0.329,14.53,"NAN","NAN"
"2017-08-22 13:58:45",1578,35.43,14.77,38.71,14.75,38.03,14.59,37.3,14.77,0.134,21.99,0.133,21.97,0.122,21.5,0.122,21.49,0.108,20.92,0.098,20.47,0.084,19.82,0.074,19.35,0.059,18.6,0.329,14.54,"NAN","NAN"
"2017-08-22 13:58:50",1579,35.43,14.77,38.71,14.77,38.03,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.118,21.36,0.118,21.36,0.11,21,0.101,20.6,0.085,19.86,0.075,19.39,0.059,18.62,0.329,14.54,"NAN","NAN"
"2017-08-22 13:58:55",1580,35.54,14.8,38.71,14.75,38.08,14.62,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.36,0.119,21.36,0.112,21.06,0.103,20.69,0.086,19.9,0.076,19.43,0.06,18.64,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:00",1581,35.54,14.8,38.76,14.75,37.92,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.37,0.119,21.36,0.113,21.12,0.105,20.8,0.087,19.94,0.077,19.48,0.06,18.67,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:05",1582,35.43,14.77,38.71,14.75,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.37,0.119,21.37,0.114,21.19,0.107,20.87,0.087,19.98,0.078,19.52,0.061,18.7,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:10",1583,35.43,14.77,38.71,14.75,37.98,14.62,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.37,0.119,21.38,0.115,21.23,0.109,20.95,0.088,20.03,0.078,19.57,0.061,18.72,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:15",1584,35.48,14.77,38.71,14.75,38.03,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.38,0.116,21.26,0.11,21.02,0.089,20.06,0.079,19.61,0.062,18.76,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:20",1585,35.48,14.77,38.71,14.75,38.03,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.38,0.117,21.29,0.112,21.08,0.09,20.09,0.08,19.65,0.062,18.78,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:25",1586,35.48,14.77,38.71,14.77,37.98,14.59,37.35,14.8,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.38,0.118,21.32,0.113,21.14,0.09,20.12,0.081,19.69,0.063,18.81,0.329,14.55,"NAN","NAN"
"2017-08-22 13:59:30",1587,35.54,14.75,38.76,14.7,37.98,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.38,0.118,21.34,0.114,21.18,0.091,20.15,0.082,19.74,0.063,18.83,0.329,14.52,"NAN","NAN"
"2017-08-22 13:59:35",1588,35.48,14.77,38.71,14.75,37.98,14.59,37.35,14.77,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.39,0.119,21.37,0.115,21.22,0.092,20.18,0.083,19.78,0.064,18.86,0.329,14.53,"NAN","NAN"
"2017-08-22 13:59:40",1589,35.54,14.77,38.71,14.75,38.03,14.59,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.38,0.119,21.39,0.116,21.25,0.092,20.2,0.084,19.84,0.064,18.89,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:45",1590,35.48,14.8,38.71,14.75,38.03,14.59,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.38,0.119,21.39,0.12,21.41,0.117,21.28,0.093,20.23,0.085,19.87,0.065,18.91,0.329,14.55,"NAN","NAN"
"2017-08-22 13:59:50",1591,35.48,14.77,38.76,14.75,37.98,14.64,37.3,14.8,0.134,21.99,0.133,21.97,0.119,21.39,0.119,21.39,0.12,21.42,0.117,21.31,0.093,20.26,0.086,19.92,0.066,18.95,0.329,14.54,"NAN","NAN"
"2017-08-22 13:59:55",1592,35.54,14.77,38.71,14.75,38.03,14.59,37.35,14.77,0.133,21.98,0.133,21.97,0.119,21.39,0.119,21.39,0.12,21.44,0.118,21.34,0.094,20.28,0.087,19.95,0.066,18.97,0.329,14.54,"NAN","NAN"
"2017-08-22 14:00:00",1593,35.54,14.8,38.71,14.75,37.98,14.62,37.3,14.77,0.134,21.99,0.133,21.97,0.119,21.39,0.119,21.39,0.121,21.46,0.119,21.36,0.094,20.3,0.087,19.99,0.066,18.99,0.329,14.52,"NAN","NAN"
"2017-08-22 14:00:05",1594,35.48,14.77,38.76,14.75,38.03,14.59,37.3,14.75,0.134,21.99,0.133,21.97,0.119,21.39,0.119,21.39,0.121,21.48,0.119,21.38,0.095,20.32,0.088,20.02,0.067,19.02,0.329,14.55,"NAN","NAN"
"2017-08-22 14:00:10",1595,35.59,14.77,38.71,14.75,37.98,14.59,37.18,14.77,0.134,21.99,0.133,21.97,0.119,21.39,0.119,21.39,0.121,21.48,0.119,21.4,0.095,20.33,0.089,20.05,0.068,19.05,0.329,14.54,"NAN","NAN"
"2017-08-22 14:00:15",1596,35.59,14.77,38.71,14.77,37.98,14.59,37.35,14.8,0.133,21.98,0.133,21.97,0.119,21.39,0.119,21.39,0.122,21.49,0.12,21.41,0.095,20.35,0.089,20.08,0.068,19.08,0.329,14.53,"NAN","NAN"
