"TOA5","CR3000_flume","CR3000","5362","CR3000.Std.29","CPU:CR3000Flume.CR3","53051","Table1"
"TIMESTAMP","RECORD","VWC_S2_2","Temp_S2_2","VWC_S2_1","Temp_S2_1","VWC_S3_8","Temp_S3_8","VWC_S3_7","Temp_S3_7","VW_S3_4_Avg","PA_uS_S3_4_Avg","VW_S3_5_Avg","PA_uS_S3_5_Avg","VW_S4_2_Avg","PA_uS_S4_2_Avg","VW_S4_3_Avg","PA_uS_S4_3_Avg","VW_S4_4_Avg","PA_uS_S4_4_Avg","VW_S4_5_Avg","PA_uS_S4_5_Avg","VW_S4_6_Avg","PA_uS_S4_6_Avg","VW_S4_7_Avg","PA_uS_S4_7_Avg","VW_S4_8_Avg","PA_uS_S4_8_Avg","VWC_S3_4","T_S3_4","VW_S3_6_Avg","PA_uS_S3_6_Avg"
"TS","RN","%","DegC","%","DegC","%","DegC","%","DegC","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","","uSec","m^3/m^3","Deg C","","uSec"
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Avg","Smp","Smp","Avg","Avg"
"2017-08-22 12:26:20",469,35.48,13.9,39.05,13.85,2.14,14.8,6.83,14.44,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:26:25",470,35.48,13.9,38.93,13.82,2.14,14.8,6.83,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.87,"NAN","NAN"
"2017-08-22 12:26:30",471,35.43,13.9,39.11,13.85,2.26,14.77,6.77,14.46,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.88,"NAN","NAN"
"2017-08-22 12:26:35",472,35.48,13.88,39.11,13.85,2.14,14.77,6.83,14.46,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:26:40",473,35.43,13.9,39.05,13.82,2.14,14.8,6.83,14.44,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:26:45",474,35.48,13.9,38.99,13.88,2.26,14.8,6.83,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.88,"NAN","NAN"
"2017-08-22 12:26:50",475,35.31,13.9,39.05,13.88,2.14,14.75,6.77,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:26:55",476,35.48,13.88,39.05,13.88,2.14,14.8,6.83,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:27:00",477,35.48,13.9,38.99,13.85,2.26,14.77,6.89,14.46,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:05",478,35.59,13.88,39.05,13.85,2.26,14.8,6.77,14.46,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:27:10",479,35.43,13.9,38.93,13.88,2.26,14.82,6.83,14.46,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.88,"NAN","NAN"
"2017-08-22 12:27:15",480,35.43,13.9,39.11,13.85,2.26,14.8,6.95,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:20",481,35.26,13.9,38.93,13.85,2.14,14.8,6.83,14.46,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:27:25",482,35.43,13.9,38.99,13.85,2.14,14.8,6.95,14.46,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.88,"NAN","NAN"
"2017-08-22 12:27:30",483,35.43,13.93,38.99,13.85,2.26,14.8,6.83,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:35",484,35.43,13.93,38.99,13.85,2.32,14.8,6.89,14.44,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:40",485,35.31,13.93,39.05,13.82,2.26,14.8,6.83,14.46,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:45",486,35.48,13.9,38.93,13.85,2.14,14.8,6.77,14.46,0.022,16.63,0.014,16.14,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:27:50",487,35.31,13.9,38.99,13.82,2.14,14.8,6.83,14.46,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:27:55",488,35.26,13.9,38.93,13.88,2.14,14.8,6.89,14.46,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:28:00",489,35.43,13.93,38.99,13.88,2.14,14.8,6.77,14.46,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.88,"NAN","NAN"
"2017-08-22 12:28:05",490,35.48,13.9,38.93,13.85,2.26,14.82,6.89,14.46,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:28:10",491,35.43,13.93,38.93,13.88,2.26,14.8,6.89,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:28:15",492,35.31,13.9,39.05,13.88,2.14,14.8,6.89,14.46,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:28:20",493,35.54,13.9,38.93,13.88,2.14,14.8,6.83,14.46,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:28:25",494,35.31,13.9,38.99,13.85,2.26,14.8,6.83,14.46,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:28:30",495,35.43,13.9,38.99,13.85,2.14,14.8,6.83,14.46,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:28:35",496,35.43,13.93,39.11,13.82,2.26,14.85,6.77,14.49,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:28:40",497,35.43,13.93,38.93,13.85,2.14,14.8,6.83,14.46,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:28:45",498,35.43,13.9,38.99,13.88,2.26,14.8,6.89,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:28:50",499,35.31,13.9,38.99,13.85,2.14,14.8,6.83,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:28:55",500,35.31,13.93,38.93,13.85,2.26,14.8,6.83,14.46,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:29:00",501,35.43,13.9,38.99,13.82,2.08,14.82,6.89,14.49,0.022,16.63,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:29:05",502,35.48,13.93,38.99,13.88,2.26,14.85,6.89,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:29:10",503,35.43,13.9,38.93,13.88,2.26,14.82,6.89,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:29:15",504,35.54,13.9,38.93,13.88,2.14,14.85,6.83,14.46,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:29:20",505,35.43,13.9,38.93,13.88,2.14,14.85,6.89,14.49,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:29:25",506,35.43,13.9,38.93,13.85,2.26,14.85,6.89,14.49,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.89,"NAN","NAN"
"2017-08-22 12:29:30",507,35.48,13.88,38.99,13.85,2.14,14.82,6.89,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:29:35",508,35.48,13.9,38.99,13.88,2.26,14.82,6.89,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:29:40",509,35.54,13.88,38.99,13.85,2.14,14.82,6.77,14.52,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.01,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:29:45",510,35.31,13.93,39.11,13.85,2.08,14.85,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:29:50",511,35.43,13.93,39.05,13.88,2.26,14.82,6.83,14.49,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:29:55",512,35.48,13.9,38.93,13.88,2.14,14.82,6.83,14.49,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:00",513,35.31,13.93,39.05,13.88,2.14,14.85,6.95,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.9,"NAN","NAN"
"2017-08-22 12:30:05",514,35.48,13.9,39.05,13.88,2.26,14.82,6.83,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:10",515,35.43,13.93,38.93,13.88,2.14,14.82,6.83,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:30:15",516,35.43,13.93,38.99,13.88,2.14,14.8,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:20",517,35.48,13.9,38.93,13.88,2.14,14.85,6.89,14.49,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.6,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:30:25",518,35.48,13.93,39.05,13.88,2.26,14.85,6.83,14.49,0.022,16.63,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:30:30",519,35.31,13.93,38.93,13.85,2.14,14.82,6.89,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:35",520,35.43,13.93,38.99,13.88,2.14,14.85,6.89,14.52,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:30:40",521,35.48,13.93,39.05,13.88,2.26,14.85,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:45",522,35.43,13.93,38.83,13.88,2.32,14.85,6.89,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:30:50",523,35.43,13.9,39.05,13.88,2.14,14.85,6.83,14.49,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:30:55",524,35.43,13.93,38.99,13.88,2.14,14.82,6.83,14.52,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:31:00",525,35.43,13.93,39.05,13.88,2.14,14.85,6.89,14.49,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:31:05",526,35.43,13.93,38.93,13.88,2.26,14.85,6.77,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:31:10",527,35.31,13.9,38.93,13.85,2.14,14.85,6.89,14.52,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:31:15",528,35.43,13.93,38.99,13.88,2.14,14.85,6.89,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:31:20",529,35.48,13.9,38.99,13.85,2.14,14.85,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:31:25",530,35.43,13.9,38.93,13.9,2.14,14.82,6.83,14.49,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:31:30",531,35.48,13.9,39.05,13.88,2.26,14.85,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.6,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:31:35",532,35.43,13.93,39.05,13.85,2.14,14.85,6.83,14.52,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:31:40",533,35.43,13.93,38.93,13.85,2.14,14.82,6.83,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:31:45",534,35.31,13.93,38.93,13.88,2.14,14.85,6.77,14.52,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:31:50",535,35.48,13.9,38.99,13.93,2.14,14.85,6.89,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:31:55",536,35.48,13.93,38.93,13.88,2.14,14.87,6.89,14.52,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:32:00",537,35.43,13.93,39.11,13.88,2.26,14.87,6.89,14.54,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:05",538,35.31,13.93,38.99,13.88,2.26,14.85,6.95,14.54,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:10",539,35.43,13.93,39.05,13.88,2.14,14.87,6.89,14.52,0.022,16.63,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:15",540,35.48,13.93,38.99,13.88,2.14,14.85,6.83,14.54,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:32:20",541,35.43,13.93,38.93,13.85,2.26,14.9,6.89,14.52,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:32:25",542,35.31,13.93,38.93,13.85,2.26,14.85,6.95,14.52,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:30",543,35.43,13.93,38.93,13.88,2.14,14.85,6.89,14.52,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:32:35",544,35.31,13.93,39.05,13.88,2.26,14.87,6.83,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:40",545,35.43,13.93,38.93,13.88,2.14,14.9,6.95,14.52,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:32:45",546,35.43,13.93,39.05,13.88,2.26,14.87,6.89,14.52,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:32:50",547,35.43,13.93,39.05,13.88,2.26,14.87,6.89,14.52,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:32:55",548,35.43,13.93,39.05,13.88,2.14,14.9,6.95,14.52,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:33:00",549,35.48,13.93,39.05,13.9,2.26,14.85,6.83,14.52,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:33:05",550,35.48,13.93,39.05,13.93,2.26,14.85,6.89,14.52,0.022,16.62,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:33:10",551,35.48,13.93,38.99,13.88,2.26,14.85,6.89,14.54,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:33:15",552,35.48,13.9,38.99,13.88,2.14,14.85,6.83,14.49,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:33:20",553,35.43,13.93,39.05,13.9,2.26,14.85,6.83,14.52,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:33:25",554,35.48,13.93,39.05,13.88,2.26,14.85,6.89,14.49,0.022,16.62,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.91,"NAN","NAN"
"2017-08-22 12:33:30",555,35.54,13.93,39.05,13.88,2.14,14.85,6.83,14.54,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:33:35",556,35.43,13.9,38.93,13.88,2.14,14.85,6.83,14.49,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.51,0.017,16.28,0.011,15.91,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:33:40",557,35.43,13.93,39.05,13.93,2.26,14.85,6.83,14.54,0.022,16.62,0.014,16.14,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:33:45",558,35.43,13.93,38.93,13.88,2.26,14.85,6.89,14.54,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.92,"NAN","NAN"
"2017-08-22 12:33:50",559,35.48,13.93,38.99,13.93,2.14,14.85,6.95,14.52,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.93,"NAN","NAN"
"2017-08-22 12:33:55",560,35.31,13.93,39.05,13.88,2.14,14.9,6.89,14.52,0.022,16.63,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.51,0.017,16.28,0.011,15.91,0.002,15.37,0.146,13.95,"NAN","NAN"
"2017-08-22 12:34:00",561,35.48,13.93,38.99,13.88,2.26,14.87,6.89,14.54,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.29,0.011,15.91,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:34:05",562,35.43,13.93,38.93,13.9,2.26,14.85,6.95,14.54,0.022,16.63,0.014,16.15,0.118,21.36,0.101,20.59,0.042,17.72,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.94,"NAN","NAN"
"2017-08-22 12:34:10",563,35.43,13.93,38.99,13.93,2.14,14.85,6.89,14.54,0.022,16.62,0.014,16.15,0.119,21.36,0.101,20.59,0.042,17.72,0.021,16.51,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.96,"NAN","NAN"
"2017-08-22 12:34:15",564,35.43,13.93,38.93,13.93,2.14,14.9,6.83,14.54,0.022,16.63,0.014,16.14,0.119,21.36,0.101,20.59,0.042,17.73,0.021,16.52,0.017,16.28,0.011,15.9,0.002,15.37,0.146,13.96,"NAN","NAN"
