 Title = "Transient newton iteration summary"
VARIABLES = "Time", "Absolute error", "Residual error", "Number of iterations", "Time step", "Number of solver iterations"
 zone t="flume_new"
  1.000000000E-005  2.311382707E-004  4.246954627E-007         8  1.000000000E-005       538
  2.292171797E-005  4.270827681E-004  6.042780155E-007         6  1.292171797E-005       442
  4.876515392E-005  1.037924290E-003  6.753212101E-007         5  2.584343595E-005       411
  1.004520258E-004  2.501783486E-003  9.075962910E-007         4  5.168687189E-005       361
  2.038257696E-004  3.343382861E-003  6.069006906E-007         4  1.033737438E-004       387
  4.105732572E-004  8.097288615E-003  7.347768164E-007         3  2.067474876E-004       308
  8.240682323E-004  2.031866381E-002  8.394414299E-007         2  4.134949751E-004       212
  1.651058183E-003  1.965691769E-002  2.872752337E-007         2  8.269899503E-004       215
  3.305038083E-003  5.549822408E-002  3.341472223E-007         1  1.653979901E-003       110
  6.612997884E-003  6.048113161E-002  1.174704774E-007         1  3.307959801E-003       110
  1.322891749E-002  1.589911731E-003  5.607917872E-008         5  6.615919602E-003       510
  2.646075669E-002  1.030711670E-002  4.158174066E-007         2  1.323183920E-002       216
  5.292443510E-002  2.207852855E-002  4.362406313E-007         1  2.646367841E-002       113
  1.058517919E-001  8.186924885E-003  2.447019940E-007         1  5.292735682E-002       113
  2.117065056E-001  4.358310061E-003  1.995359852E-007         1  1.058547136E-001       109
  4.234159328E-001  4.716719334E-003  1.767194239E-007         1  2.117094273E-001       105
  8.468347874E-001  5.148850711E-003  1.645927063E-007         1  4.234188545E-001        99
  1.693672496E+000  5.616820531E-003  1.483495379E-007         1  8.468377091E-001       103
  2.893931668E+000  4.469898110E-003  8.944090706E-008         1  1.200259172E+000       106
  4.450631795E+000  3.786085518E-003  5.865434579E-008         1  1.556700127E+000       101
  6.390107311E+000  3.383247200E-003  3.976703846E-008         1  1.939475515E+000       105
  8.765756106E+000  3.151560705E-003  2.789326596E-008         1  2.375648795E+000       101
  1.165812358E+001  3.041428999E-003  2.132508941E-008         1  2.892367478E+000        96
  1.518066493E+001  3.037039529E-003  1.715142975E-008         1  3.522541345E+000        97
  1.948983225E+001  3.149805708E-003  1.430220758E-008         1  4.309167325E+000       102
  2.479694018E+001  3.368391678E-003  1.236555947E-008         1  5.307107928E+000        99
  3.139944203E+001  3.701466435E-003  1.109985407E-008         1  6.602501850E+000       104
  3.953163163E+001  4.053319343E-003  1.019146495E-008         1  8.132189600E+000       106
  4.949663371E+001  4.444920675E-003  9.731994951E-009         1  9.965002075E+000       102
  6.159677363E+001  4.844855855E-003  9.611927056E-009         1  1.210013992E+001       102
  7.623284424E+001  5.256469672E-003  9.812698838E-009         1  1.463607061E+001       103
  9.385189393E+001  5.641811297E-003  1.010676057E-008         1  1.761904969E+001       105
  1.150185323E+002  5.989440867E-003  1.040003497E-008         1  2.116663835E+001       104
  1.403376561E+002  6.217609752E-003  1.045341994E-008         1  2.531912385E+001       106
  1.686072508E+002  5.864016448E-003  9.103369944E-009         1  2.826959465E+001       103
  1.998006549E+002  5.429813704E-003  7.684501071E-009         1  3.119340413E+001       104
  2.341468907E+002  4.999804219E-003  6.273787552E-009         1  3.434623576E+001       101
  2.719792220E+002  4.573947456E-003  4.980487675E-009         1  3.783233134E+001       100
  3.139724009E+002  4.191587743E-003  3.853336553E-009         1  4.199317890E+001       104
  3.610621927E+002  3.839956622E-003  2.871662533E-009         1  4.708979177E+001       105
  4.146206609E+002  3.548023353E-003  2.077136414E-009         1  5.355846819E+001       102
  4.761135139E+002  3.267733805E-003  1.436544640E-009         1  6.149285306E+001       102
  5.482532541E+002  3.036453198E-003  1.255606612E-009         1  7.213974013E+001       102
  6.341547814E+002  2.824960596E-003  1.294696253E-009         1  8.590152731E+001       101
  7.390022364E+002  2.670744212E-003  1.324660167E-009         1  1.048474550E+002       105
  8.700666574E+002  2.565741196E-003  1.312516530E-009         1  1.310644211E+002       104
  1.037918385E+003  2.535095444E-003  1.246538109E-009         1  1.678517275E+002       104
  1.259431826E+003  2.692709380E-003  1.136329744E-009         1  2.215134409E+002       101
  1.561046263E+003  3.593706097E-003  9.871881614E-010         1  3.016144373E+002        99
  1.984211562E+003  3.968879692E-003  8.120911745E-010         1  4.231652987E+002        99
  2.591958124E+003  4.999681784E-003  6.401759756E-010         1  6.077465625E+002        90
  3.491042757E+003  5.778727383E-003  5.359353493E-010         1  8.990846324E+002        91
  4.872056264E+003  7.682683939E-003  5.491601528E-010         1  1.381013507E+003        98
  7.092794112E+003  1.121187887E-002  4.928266299E-010         1  2.220737848E+003        92
  1.090473950E+004  1.636916916E-002  6.325506503E-010         1  3.811945389E+003        92
  1.785007163E+004  2.536279245E-002  6.005207954E-010         1  6.945332133E+003        88
  2.704560141E+004  3.338601763E-002  4.588935629E-010         1  9.195529781E+003        50
  3.807719611E+004  4.183288617E-002  4.771381319E-010         1  1.103159469E+004        11
  5.200361795E+004  5.144347849E-002  4.237170458E-010         1  1.392642184E+004        59
  7.185837521E+004  5.401245304E-002  5.525889443E-010         1  1.985475726E+004        62
  1.026253006E+005  3.119878897E-002  3.807177766E-010         1  3.076692543E+004        71
  1.641591515E+005  8.027294178E-003  4.322787758E-010         1  6.153385086E+004        80
  2.872268532E+005  8.151179466E-004  5.048745614E-010         1  1.230677017E+005        99
  5.333622567E+005  4.677691708E-005  4.589592098E-010         1  2.461354034E+005        12
  1.025633064E+006  1.393253005E-006  4.371740476E-010         1  4.922708069E+005         7
  2.010174677E+006  4.511993421E-008  4.234606129E-010         1  9.845416138E+005         6
  3.010174677E+006  3.821773261E-009  4.217095529E-010         1  1.000000000E+006         2
  4.010174677E+006  3.338657422E-009  4.199821435E-010         1  1.000000000E+006         2
  5.010174677E+006  3.120411994E-009  4.182671202E-010         1  1.000000000E+006         2
  6.010174677E+006  2.923861758E-009  4.165647944E-010         1  1.000000000E+006         2
  6.893087339E+006  2.747150951E-009  4.148745358E-010         1  8.829126613E+005         2
  7.776000000E+006  2.592866430E-009  4.131962062E-010         1  8.829126613E+005         2
  7.776001773E+006  2.126316994E-003  1.507265095E-007        13  1.773437500E+000       818
  7.776000093E+006  4.940743455E-002  5.953849364E-007         9  9.338122678E-002        22
  7.776000005E+006  3.256366723E-002  4.556704236E-007         9  5.203908792E-003        15
  7.776000001E+006  1.602958895E-002  4.812412409E-007        10  7.243404524E-004        10
  7.776000002E+006  2.480271957E-003  6.569324249E-008         5  1.086510679E-003         5
  7.776000004E+006  4.747220325E-003  3.236371768E-007         4  2.173021357E-003         4
  7.776000008E+006  1.571531448E-003  6.002457494E-008         4  4.346042714E-003         4
  7.776000017E+006  5.620616888E-003  9.422198861E-007         3  8.692085429E-003         5
  7.776000029E+006  1.525034709E-003  4.511850567E-007         3  1.159981418E-002         6
  7.776000041E+006  3.703766374E-004  4.912341277E-007         3  1.189655464E-002         6
  7.776000052E+006  1.178451374E-004  4.975324935E-007         3  1.190860127E-002         6
  7.776000064E+006  6.057438431E-004  3.933626023E-007         3  1.194590900E-002         6
  7.776000076E+006  8.458406415E-004  3.756525556E-007         3  1.200774901E-002         6
  7.776000088E+006  2.948445245E-002  9.353037173E-007         1  1.211002479E-002         2
  7.776000100E+006  2.163956451E-002  7.168584153E-007         1  1.150934060E-002         2
  7.776000112E+006  1.845903621E-002  5.669493054E-007         1  1.183780358E-002         2
  7.776000124E+006  1.592036136E-002  5.039918443E-007         1  1.218212967E-002         2
  7.776000137E+006  1.524002594E-002  5.627746075E-007         1  1.251375369E-002         2
  7.776000149E+006  1.548135380E-002  5.893246056E-007         1  1.291076418E-002         2
  7.776000163E+006  1.525004784E-002  9.243939066E-007         1  1.335675732E-002         2
  7.776000177E+006  1.154868402E-004  6.527991653E-007         3  1.389359311E-002         6
  7.776000191E+006  1.197279281E-004  8.472548113E-007         3  1.422062419E-002         6
  7.776000206E+006  4.191637422E-010  1.991738677E-010        18  1.484109153E-002        29
  7.776000218E+006  1.993306487E-005  2.303188309E-007         5  1.236757628E-002        10
  7.776000234E+006  1.027619408E-005  8.835935718E-008         7  1.633586716E-002        14
  7.776000243E+006  4.516609212E-007  1.564874949E-009         7  8.940099761E-003        38
  7.776000261E+006  2.963685134E-006  6.657069523E-009         7  1.788019952E-002        13
  7.776000287E+006  5.811067109E-004  4.820785101E-008         3  2.533784860E-002         7
  7.776000336E+006  1.271639227E-002  7.460372719E-007         2  4.904872786E-002         4
  7.776000388E+006  4.989368450E-005  9.075980720E-007        10  5.227205052E-002        20
  7.776000445E+006  3.636548474E-005  9.070688318E-007         5  5.660920326E-002        10
  7.776000505E+006  1.100151087E-003  6.911376611E-007         4  6.010987297E-002         8
  7.776000568E+006  4.468670767E-004  2.094587318E-007         4  6.364835258E-002         8
  7.776000632E+006  5.798118329E-004  9.729911725E-008         3  6.377210090E-002         7
  7.776000685E+006  6.678892572E-004  2.201536992E-008         3  5.306433458E-002         6
  7.776000733E+006  6.759724127E-004  4.432213035E-009         3  4.809126848E-002         6
  7.776000779E+006  5.499741579E-004  2.284984717E-009         3  4.542425251E-002         6
  7.776000823E+006  1.950295268E-002  9.589350261E-007         1  4.402795835E-002         2
  7.776000864E+006  1.832509376E-002  5.892285256E-007         1  4.085002108E-002         2
  7.776000905E+006  1.843942727E-002  5.035000352E-007         1  4.181695478E-002         2
  7.776000948E+006  1.765359539E-002  5.833651407E-007         1  4.284488875E-002         2
  7.776000992E+006  1.656844395E-002  6.715267137E-007         1  4.429543880E-002         2
  7.776001039E+006  1.542633886E-002  7.701059563E-007         1  4.622470568E-002         2
  7.776001087E+006  1.436200610E-002  8.828608933E-007         1  4.875569101E-002         2
  7.776001140E+006  1.294757626E-004  5.987275406E-009         3  5.208562593E-002         6
  7.776001195E+006  1.267306844E-004  1.266763223E-008         3  5.507420175E-002         6
  7.776001255E+006  1.448556897E-003  1.024307157E-007         2  6.046448061E-002         4
  7.776001323E+006  1.401430625E-004  4.922324624E-008         3  6.814930368E-002         6
