Title = "_x1.6_ Hydrograph"
variables="Time","Surface","Porous media","Total"
zone t="_x1.6_"
  0.100000000E-004  0.000000000E+000 -0.400010947E-024 -0.400010947E-024
  0.229217180E-004  0.000000000E+000 -0.400010903E-024 -0.400010903E-024
  0.487651539E-004  0.000000000E+000 -0.400010883E-024 -0.400010883E-024
  0.100452026E-003  0.000000000E+000 -0.400010827E-024 -0.400010827E-024
  0.203825770E-003  0.000000000E+000 -0.401683711E-024 -0.401683711E-024
  0.410573257E-003  0.000000000E+000 -0.828168833E-023 -0.828168833E-023
  0.824068232E-003  0.000000000E+000 -0.245667198E-020 -0.245667198E-020
  0.165105818E-002  0.000000000E+000 -0.255919089E-018 -0.255919089E-018
  0.330503808E-002  0.000000000E+000 -0.315550904E-017 -0.315550904E-017
  0.661299788E-002  0.000000000E+000 -0.279309130E-016 -0.279309130E-016
  0.132289175E-001  0.000000000E+000 -0.835363376E-016 -0.835363376E-016
  0.264607567E-001  0.000000000E+000 -0.111708344E-015 -0.111708344E-015
  0.529244351E-001  0.000000000E+000 -0.131867100E-015 -0.131867100E-015
  0.105851792E+000  0.000000000E+000 -0.148575774E-015 -0.148575774E-015
  0.211706506E+000  0.000000000E+000 -0.166001206E-015 -0.166001206E-015
  0.423415933E+000  0.000000000E+000 -0.184854312E-015 -0.184854312E-015
  0.846834787E+000  0.000000000E+000 -0.205433823E-015 -0.205433823E-015
  0.169367250E+001  0.000000000E+000 -0.227889274E-015 -0.227889274E-015
  0.289393167E+001  0.000000000E+000 -0.245760326E-015 -0.245760326E-015
  0.445063180E+001  0.000000000E+000 -0.260883123E-015 -0.260883123E-015
  0.639010731E+001  0.000000000E+000 -0.274250741E-015 -0.274250741E-015
  0.876575611E+001  0.000000000E+000 -0.286471925E-015 -0.286471925E-015
  0.116581236E+002  0.000000000E+000 -0.297937519E-015 -0.297937519E-015
  0.151806649E+002  0.000000000E+000 -0.308918316E-015 -0.308918316E-015
  0.194898323E+002  0.000000000E+000 -0.319615225E-015 -0.319615225E-015
  0.247969402E+002  0.000000000E+000 -0.330180657E-015 -0.330180657E-015
  0.313994420E+002  0.000000000E+000 -0.340750864E-015 -0.340750864E-015
  0.395316316E+002  0.000000000E+000 -0.351260624E-015 -0.351260624E-015
  0.494966337E+002  0.000000000E+000 -0.361697052E-015 -0.361697052E-015
  0.615967736E+002  0.000000000E+000 -0.372018529E-015 -0.372018529E-015
