Title = "_x8.0_ Hydrograph"
variables="Time","Surface","Porous media","Total"
zone t="_x8.0_"
  0.100000000E-004  0.000000000E+000  0.144965255E-008  0.144965255E-008
  0.229217180E-004  0.000000000E+000  0.215309705E-008  0.215309705E-008
  0.487651539E-004  0.000000000E+000  0.300742260E-008  0.300742260E-008
  0.100452026E-003  0.000000000E+000  0.410114822E-008  0.410114822E-008
  0.203825770E-003  0.000000000E+000  0.543616149E-008  0.543616149E-008
  0.410573257E-003  0.000000000E+000  0.685785411E-008  0.685785411E-008
  0.824068232E-003  0.000000000E+000  0.801735318E-008  0.801735318E-008
  0.165105818E-002  0.000000000E+000  0.629715559E-009  0.629715559E-009
  0.330503808E-002  0.000000000E+000 -0.676530141E-019 -0.676530141E-019
  0.661299788E-002  0.000000000E+000 -0.181737795E-016 -0.181737795E-016
  0.132289175E-001  0.000000000E+000 -0.429642597E-016 -0.429642597E-016
  0.264607567E-001  0.000000000E+000 -0.554950007E-016 -0.554950007E-016
  0.529244351E-001  0.000000000E+000 -0.658673515E-016 -0.658673515E-016
  0.105851792E+000  0.000000000E+000 -0.742264933E-016 -0.742264933E-016
  0.211706506E+000  0.000000000E+000 -0.829308308E-016 -0.829308308E-016
  0.423415933E+000  0.000000000E+000 -0.923466328E-016 -0.923466328E-016
  0.846834787E+000  0.000000000E+000 -0.102625922E-015 -0.102625922E-015
  0.169367250E+001  0.000000000E+000 -0.113845424E-015 -0.113845424E-015
  0.289393167E+001  0.000000000E+000 -0.122775498E-015 -0.122775498E-015
  0.445063180E+001  0.000000000E+000 -0.130333538E-015 -0.130333538E-015
  0.639010731E+001  0.000000000E+000 -0.137015613E-015 -0.137015613E-015
  0.876575611E+001  0.000000000E+000 -0.143125802E-015 -0.143125802E-015
  0.116581236E+002  0.000000000E+000 -0.148859328E-015 -0.148859328E-015
  0.151806649E+002  0.000000000E+000 -0.154351438E-015 -0.154351438E-015
  0.194898323E+002  0.000000000E+000 -0.159702456E-015 -0.159702456E-015
  0.247969402E+002  0.000000000E+000 -0.164988461E-015 -0.164988461E-015
  0.313994420E+002  0.000000000E+000 -0.170277455E-015 -0.170277455E-015
  0.395316316E+002  0.000000000E+000 -0.175536518E-015 -0.175536518E-015
  0.494966337E+002  0.000000000E+000 -0.180758975E-015 -0.180758975E-015
  0.615967736E+002  0.000000000E+000 -0.185923808E-015 -0.185923808E-015
  0.762328442E+002  0.000000000E+000 -0.191035029E-015 -0.191035029E-015
  0.938518939E+002  0.000000000E+000 -0.196092665E-015 -0.196092665E-015
  0.115018532E+003  0.000000000E+000 -0.201107164E-015 -0.201107164E-015
  0.140337656E+003  0.000000000E+000 -0.206078859E-015 -0.206078859E-015
  0.168607251E+003  0.000000000E+000 -0.210776139E-015 -0.210776139E-015
  0.199800655E+003  0.000000000E+000 -0.215213443E-015 -0.215213443E-015
  0.234146891E+003  0.000000000E+000 -0.219432838E-015 -0.219432838E-015
  0.271979222E+003  0.000000000E+000 -0.223474692E-015 -0.223474692E-015
  0.313972401E+003  0.000000000E+000 -0.227393238E-015 -0.227393238E-015
  0.361062193E+003  0.000000000E+000 -0.231240535E-015 -0.231240535E-015
  0.414620661E+003  0.000000000E+000 -0.235072706E-015 -0.235072706E-015
  0.476113514E+003  0.000000000E+000 -0.238924872E-015 -0.238924872E-015
  0.548253254E+003  0.000000000E+000 -0.242866303E-015 -0.242866303E-015
  0.634154781E+003  0.000000000E+000 -0.246941600E-015 -0.246941600E-015
  0.739002236E+003  0.000000000E+000 -0.251226472E-015 -0.251226472E-015
  0.870066657E+003  0.000000000E+000 -0.255793997E-015 -0.255793997E-015
  0.103791838E+004  0.000000000E+000 -0.260720057E-015 -0.260720057E-015
  0.125943183E+004  0.000000000E+000 -0.266105218E-015 -0.266105218E-015
  0.156104626E+004  0.000000000E+000 -0.273271174E-015 -0.273271174E-015
  0.198421156E+004  0.000000000E+000 -0.281199218E-015 -0.281199218E-015
  0.259195812E+004  0.000000000E+000 -0.291022541E-015 -0.291022541E-015
  0.349104276E+004  0.000000000E+000 -0.302576988E-015 -0.302576988E-015
  0.487205626E+004  0.000000000E+000 -0.317925385E-015 -0.317925385E-015
  0.709279411E+004  0.000000000E+000 -0.340238966E-015 -0.340238966E-015
  0.109047395E+005  0.000000000E+000 -0.372478885E-015 -0.372478885E-015
  0.178500716E+005  0.000000000E+000 -0.422853987E-015 -0.422853987E-015
  0.270456014E+005  0.000000000E+000 -0.489295044E-015 -0.489295044E-015
  0.380771961E+005  0.000000000E+000 -0.572000774E-015 -0.572000774E-015
  0.520036179E+005  0.000000000E+000 -0.669763428E-015 -0.669763428E-015
  0.718583752E+005  0.000000000E+000 -0.761483885E-015 -0.761483885E-015
  0.102625301E+006  0.000000000E+000 -0.804957005E-015 -0.804957005E-015
  0.164159152E+006  0.000000000E+000 -0.815025100E-015 -0.815025100E-015
  0.287226853E+006  0.000000000E+000 -0.815976177E-015 -0.815976177E-015
  0.533362257E+006  0.000000000E+000 -0.816021427E-015 -0.816021427E-015
  0.102563306E+007  0.000000000E+000 -0.816022616E-015 -0.816022616E-015
  0.201017468E+007  0.000000000E+000 -0.816022593E-015 -0.816022593E-015
  0.301017468E+007  0.000000000E+000 -0.816022590E-015 -0.816022590E-015
  0.401017468E+007  0.000000000E+000 -0.816022587E-015 -0.816022587E-015
  0.501017468E+007  0.000000000E+000 -0.816022585E-015 -0.816022585E-015
  0.601017468E+007  0.000000000E+000 -0.816022584E-015 -0.816022584E-015
  0.689308734E+007  0.000000000E+000 -0.816022583E-015 -0.816022583E-015
  0.777600000E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600000E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600000E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600000E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600001E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600002E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600003E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600004E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600005E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600006E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600008E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600009E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600010E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600011E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600012E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600014E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600015E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600016E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600018E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600019E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600021E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600022E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600023E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600024E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600026E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600029E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600034E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600039E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600044E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600050E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600057E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600063E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600069E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600073E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600078E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600082E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600086E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600091E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600095E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600099E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600104E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600109E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600114E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600119E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600126E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600132E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600140E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600150E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600159E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600166E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600174E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600181E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600189E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600197E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600206E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600215E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600226E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600238E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600251E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600266E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600284E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600300E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600312E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600323E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600333E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600342E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600351E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600360E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600369E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600378E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600388E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600399E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600411E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600424E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600439E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600454E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600466E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600479E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600491E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600502E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600514E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600526E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600539E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600553E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600568E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600584E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600604E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600621E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600637E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600653E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600670E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600688E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600707E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600728E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600746E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600762E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600777E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600790E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600804E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600817E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600831E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600847E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600863E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600881E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600902E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600922E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600941E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600960E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600978E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777600996E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777601014E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777601033E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
  0.777601052E+007  0.000000000E+000 -0.816022582E-015 -0.816022582E-015
