Title = "_x0.1_ Hydrograph"
variables="Time","Surface","Porous media","Total"
zone t="_x0.1_"
  0.100000000E-004  0.000000000E+000 -0.261646830E-023 -0.261646830E-023
  0.229217180E-004  0.000000000E+000 -0.131318869E-022 -0.131318869E-022
  0.487651539E-004  0.000000000E+000 -0.885863424E-022 -0.885863424E-022
  0.100452026E-003  0.000000000E+000 -0.563935754E-021 -0.563935754E-021
  0.203825770E-003  0.000000000E+000 -0.335866323E-020 -0.335866323E-020
  0.410573257E-003  0.000000000E+000 -0.152018202E-019 -0.152018202E-019
  0.824068232E-003  0.000000000E+000 -0.527045941E-019 -0.527045941E-019
  0.165105818E-002  0.000000000E+000 -0.398436144E-018 -0.398436144E-018
  0.330503808E-002  0.000000000E+000 -0.341423700E-017 -0.341423700E-017
  0.661299788E-002  0.000000000E+000 -0.284339066E-016 -0.284339066E-016
  0.132289175E-001  0.000000000E+000 -0.837347894E-016 -0.837347894E-016
  0.264607567E-001  0.000000000E+000 -0.111796151E-015 -0.111796151E-015
  0.529244351E-001  0.000000000E+000 -0.131948486E-015 -0.131948486E-015
  0.105851792E+000  0.000000000E+000 -0.148650896E-015 -0.148650896E-015
  0.211706506E+000  0.000000000E+000 -0.166072779E-015 -0.166072779E-015
  0.423415933E+000  0.000000000E+000 -0.184927846E-015 -0.184927846E-015
  0.846834787E+000  0.000000000E+000 -0.205512354E-015 -0.205512354E-015
  0.169367250E+001  0.000000000E+000 -0.227972131E-015 -0.227972131E-015
  0.289393167E+001  0.000000000E+000 -0.245846506E-015 -0.245846506E-015
  0.445063180E+001  0.000000000E+000 -0.260970915E-015 -0.260970915E-015
  0.639010731E+001  0.000000000E+000 -0.274338605E-015 -0.274338605E-015
  0.876575611E+001  0.000000000E+000 -0.286558525E-015 -0.286558525E-015
  0.116581236E+002  0.000000000E+000 -0.298021697E-015 -0.298021697E-015
  0.151806649E+002  0.000000000E+000 -0.308999073E-015 -0.308999073E-015
  0.194898323E+002  0.000000000E+000 -0.319691713E-015 -0.319691713E-015
  0.247969402E+002  0.000000000E+000 -0.330252190E-015 -0.330252190E-015
  0.313994420E+002  0.000000000E+000 -0.340816921E-015 -0.340816921E-015
  0.395316316E+002  0.000000000E+000 -0.351321014E-015 -0.351321014E-015
